Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
15511810755,"Aug 19, 2025, 11:22:28 AM",Morning Run,Run,,3619,8.06,195.0,135,false,,,activities/16565632192.fit.gz,,,3619.0,2897.0,8059.4,3.88,2.782,6.0,4.0,3.0,7.4,5.7,0.0,,,90.0,86.0,195.0,176.0,,254.0,521.0,,30.0,135.0,722839.0,,,,,,,,235.0,3604.0,,,0.0,,1.0,8093.3,1755601152.0,2.0,26.8,27.9,24.3,0.86,1011.1,2.8,5.2,347.0,0.0,1755600896.0,1755647616.0,0.875,,,0.53,5.0,0.51,18452.0,0.0,,,,,,2.227,0.0,,,,8108.0,0.0,,457.0,214.0,2.794,,,,,,,,""
15523794542,"Aug 20, 2025, 11:25:44 AM",Morning Sprint,Run,8x0:10@5:30/mi,2873,5.50,193.0,60,false,,,activities/16578371657.fit.gz,,,2873.0,2024.0,5502.2,6.42,2.718,4.0,4.0,1.8,5.2,50.0,0.0,,,118.0,82.0,193.0,163.0,,224.0,413.0,,30.0,60.0,455916.0,,,,,,,,205.0,2874.0,,,0.0,,1.0,5525.9,1755687552.0,1.0,25.7,25.9,23.5,0.88,1010.2,3.2,6.2,303.0,0.0,1755687424.0,1755733888.0,0.875,,,0.53,5.0,0.04,17582.0,0.0,,,,,,1.915,0.0,,,,5678.0,0.0,,276.0,186.0,2.73,,,0.0,,,,,""
15535736968,"Aug 21, 2025, 12:30:07 PM",Morning Weight Training,Weight Training,,2057,0,145.0,6,false,,,activities/16591223206.fit.gz,,,2057.0,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,145.0,119.0,,,187.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,14.0,,,,,,""
15546880528,"Aug 22, 2025, 12:43:41 PM",Morning Weight Training,Weight Training,,685,0,119.0,1,false,,,activities/16603746054.fit.gz,,,685.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,119.0,95.0,,,41.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,14.0,,,,,,""
15546885702,"Aug 22, 2025, 12:55:22 PM",Morning Yoga,Yoga,"",1827,0,122.0,2,false,,,activities/16603752031.fit.gz,,,1827.0,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,122.0,78.0,,,65.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,0.0,,,,,""
15558336483,"Aug 23, 2025, 12:15:02 PM",Long Run 7,Run,"Crashed a 10K at Central Park. 

One race volunteer told us to eat a 10K for breakfast so I ate a 10 mile🤷🏽‍♀️.",5572,16.10,191.0,287,false,,,activities/16616609566.fit.gz,,,5572.0,5568.0,16102.5,3.8,2.892,154.0,140.0,11.4,44.0,8.0,0.1,,,89.0,85.0,191.0,178.0,,263.0,1009.0,,25.0,287.0,1463146.0,,,,,,,,265.0,5573.0,,,0.0,,1.0,16363.3,1755950336.0,2.0,19.6,20.4,14.4,0.72,1019.3,2.2,5.9,246.0,0.0,1755944064.0,1755992576.0,0.0,,,0.0,1.0,0.45,24650.0,1.0,,,,,,2.89,0.0,,,,15750.0,0.0,,898.0,241.0,2.939,,,0.0,,,,,""
15591662783,"Aug 26, 2025, 11:41:24 AM",Morning Run,Run,,1923,5.02,181.0,63,false,,,activities/16652692904.fit.gz,,,1923.0,1853.0,5022.2,3.56,2.71,5.0,3.0,3.2,8.2,5.8,0.0,,,88.0,84.0,181.0,167.0,,242.0,321.0,,29.0,63.0,445152.0,,,,,,,,235.0,1925.0,,,0.0,,1.0,5039.4,1756205952.0,1.0,25.8,26.8,23.7,0.88,1017.7,2.2,4.1,9.0,0.0,1756205952.0,1756251904.0,0.125,,,0.35,5.0,0.26,19515.0,0.0,,,,,,2.612,0.0,,,,5158.0,0.0,,244.0,214.0,2.72,,,,,,,,""
15604001774,"Aug 27, 2025, 11:40:32 AM",Morning Run,Run,,2614,6.46,192.0,108,false,,,activities/16665838066.fit.gz,,,2614.0,2350.0,6465.0,3.6,2.751,4.0,6.0,3.0,6.2,5.1,0.0,,,88.0,84.0,192.0,175.0,,249.0,423.0,,29.0,108.0,570032.0,,,,,,,,239.0,2616.0,,,0.0,,1.0,6479.9,1756292352.0,2.0,25.5,27.4,24.0,0.91,1017.9,1.5,3.6,102.0,9.0,1756292352.0,1756338304.0,0.125,,,0.53,5.0,0.61,9400.0,0.0,,,,,,2.473,0.0,,,,6468.0,0.0,,342.0,217.0,2.757,,,,,,,,""
15616348397,"Aug 28, 2025, 1:43:00 PM",Morning Weight Training,Weight Training,,1269,0,152.0,4,false,,,activities/16679009562.fit.gz,,,1269.0,1269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,152.0,113.0,,,108.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,22.0,,,,,,""
15626241891,"Aug 29, 2025, 11:00:57 AM",Long Run 8,Run,"",7147,16.10,188.0,259,false,,,activities/16689624352.fit.gz,,,7147.0,5999.0,16105.2,4.68,2.685,19.0,18.0,-1.0,8.2,8.8,0.0,,,89.0,84.0,188.0,174.0,,245.0,1053.0,,29.0,259.0,1439258.0,,,,,,,,228.0,7148.0,,,0.0,,1.0,16166.7,1756465152.0,1.0,25.6,27.2,23.9,0.9,1016.0,1.4,2.0,24.0,0.2,1756465152.0,1756510976.0,0.125,,,0.59,5.0,0.21,17852.0,0.0,,,,,,2.253,3.2,,,,16414.0,0.0,,851.0,207.0,2.695,,,0.0,,,,,""
15654383392,"Aug 31, 2025, 11:12:27 PM",Evening Run,Run,,2214,2.15,165.0,15,false,,,activities/16720561957.fit.gz,,,2214.0,780.0,2154.4,4.4,2.762,0.0,0.0,5.6,8.0,5.3,-0.1,,,91.0,83.0,165.0,153.0,,249.0,124.0,,26.0,15.0,192714.0,,,,,,,,220.0,1104.0,,,0.0,,1.0,2157.6,1756681216.0,5.0,27.9,29.0,23.9,0.79,1012.8,2.5,5.5,318.0,0.8,1756638080.0,1756683648.0,0.25,,,0.91,5.0,1.0,18152.0,0.0,,,,,,0.973,0.0,,,,2130.0,0.0,,122.0,200.0,2.766,,,,,,,,""
15654383394,"Aug 31, 2025, 10:16:52 PM",Evening Run,Run,[strava://athletes/184661889/15]James Tuttlebee,688,1.61,177.0,14,false,,,activities/16720562013.fit.gz,,,688.0,623.0,1618.8,4.26,2.598,0.0,0.0,2.4,3.8,4.9,0.0,,,88.0,82.0,177.0,158.0,,239.0,104.0,,28.0,14.0,147730.0,,,,,,,,221.0,690.0,,,0.0,,1.0,1623.6,1756677632.0,5.0,27.5,28.3,23.8,0.8,1013.2,2.5,4.8,350.0,0.6,1756638080.0,1756683648.0,0.25,,,0.79,5.0,1.0,15623.0,1.0,,,,,,2.353,0.0,,,,1690.0,0.0,,77.0,201.0,2.606,,,0.0,,,,,""
15670141497,"Sep 2, 2025, 11:48:30 AM",Morning Run,Run,,1885,5.01,189.0,70,false,,,activities/16737948395.fit.gz,,,1885.0,1764.0,5012.3,3.88,2.841,5.0,4.0,1.6,5.0,5.8,0.0,,,89.0,83.0,189.0,171.0,,255.0,316.0,,29.0,70.0,444277.0,,,,,,,,247.0,1886.0,,,0.0,,1.0,5029.1,1756810800.0,1.0,25.6,26.5,23.7,0.89,1012.0,2.6,4.2,303.0,0.0,1756810906.0,1756856327.0,0.375,,,0.38,5.0,0.31,16372.0,0.0,,,,,,2.659,0.0,,,,4852.0,0.0,,264.0,225.0,2.851,,,,,,,,""
15694434851,"Sep 4, 2025, 12:41:55 PM",Morning Weight Training,Weight Training,,2203,0,157.0,8,false,,,activities/16764790685.fit.gz,,,2203.0,2203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,157.0,118.0,,,202.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,54.0,,,,,,""
15705793644,"Sep 5, 2025, 11:22:04 AM",Long Run 9,Run,"",8133,17.70,189.0,272,false,,,activities/16776854450.fit.gz,,,8133.0,7013.0,17705.9,3.86,2.525,10.0,9.0,-0.6,5.8,5.5,0.0,,,87.0,82.0,189.0,171.0,,231.0,1167.0,,30.0,272.0,1576039.0,,,,,,,,219.0,8134.0,,,0.0,,1.0,17766.9,1757070000.0,3.0,25.2,26.7,23.8,0.92,1013.0,2.2,3.8,231.0,0.1,1757070169.0,1757115330.0,0.375,,,0.86,5.0,0.66,17434.0,0.0,,,,,,2.177,5.7,,,,18748.0,0.0,,895.0,199.0,2.533,,,0.0,,,,,""
15739585778,"Sep 8, 2025, 12:22:21 PM",Morning Run,Run,,1825,5.01,185.0,71,false,,,activities/16812736189.fit.gz,,,1825.0,1734.0,5018.0,3.9,2.894,5.0,4.0,3.4,8.6,4.8,0.0,,,86.0,83.0,185.0,172.0,,259.0,314.0,,29.0,71.0,446237.0,,,,,,,,251.0,1822.0,,,0.0,,1.0,5036.1,1757332800.0,3.0,26.8,28.1,24.4,0.87,1014.0,2.3,3.7,191.0,0.0,1757329441.0,1757374336.0,0.5,,,0.7,5.0,1.0,19305.0,0.0,,,,,,2.75,0.0,,,,4782.0,0.0,,263.0,228.0,2.904,,,,,,,,""
15751202996,"Sep 9, 2025, 11:47:20 AM",Morning Run,Run,,2755,6.45,188.0,77,false,,,activities/16825003807.fit.gz,,,2755.0,2317.0,6455.8,3.7,2.786,7.0,3.0,2.0,8.0,6.0,0.1,,,88.0,85.0,188.0,167.0,,257.0,409.0,,29.0,77.0,582411.0,,,,,,,,238.0,2754.0,,,0.0,,1.0,6484.0,1757415600.0,3.0,26.7,27.7,24.0,0.85,1013.1,3.2,4.6,200.0,0.0,1757415857.0,1757460663.0,0.625,,,0.64,5.0,0.84,20302.0,0.0,,,,,,2.343,0.0,,,,6444.0,0.0,,357.0,216.0,2.798,,,,,,,,""
15763399256,"Sep 10, 2025, 11:42:46 AM",Morning Run,Run,,3516,8.05,190.0,98,false,,,activities/16837854482.fit.gz,,,3516.0,2864.0,8052.9,3.84,2.812,5.0,5.0,3.0,6.2,5.3,0.0,,,90.0,85.0,190.0,168.0,,257.0,508.0,,29.0,98.0,721350.0,,,,,,,,235.0,3502.0,,,0.0,,1.0,8073.5,1757502000.0,1.0,25.0,26.3,23.4,0.91,1014.9,1.5,3.4,239.0,0.0,1757502287.0,1757547005.0,0.625,,,0.58,5.0,0.13,18477.0,0.0,,,,,,2.29,0.0,,,,7986.0,0.0,,444.0,214.0,2.819,,,,,,,,""
15775294327,"Sep 11, 2025, 12:53:00 PM",Morning Weight Training,Weight Training,"",2178,0,,,false,,,,,,2178.0,2178.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,24.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,""
15786389508,"Sep 12, 2025, 11:08:26 AM",Long Run 10,Run,"",9661,19.32,188.0,300,false,,,activities/16862147061.fit.gz,,,9661.0,7660.0,19319.5,8.94,2.522,33.0,31.0,1.0,12.8,13.2,0.0,,,89.0,83.0,188.0,171.0,,232.0,1278.0,,29.0,300.0,1732895.0,,,,,,,,212.0,9612.0,,,0.0,,1.0,19426.5,1757674800.0,1.0,25.0,26.0,23.9,0.94,1014.3,2.4,4.9,348.0,0.0,1757675139.0,1757719678.0,0.625,,,0.79,5.0,0.31,13853.0,0.0,,,,,,2.0,0.0,,,,20646.0,0.0,,993.0,193.0,2.536,,,0.0,,,,,""
15819112288,"Sep 15, 2025, 12:25:40 PM",Morning Sprint,Run,8x0:15@5:30/mi,3074,7.16,185.0,92,false,,,activities/16896582599.fit.gz,,,3074.0,2944.0,7159.4,6.18,2.432,3.0,2.0,3.6,6.8,5.4,0.0,,,118.0,81.0,185.0,164.0,,211.0,497.0,,31.0,92.0,624194.0,,,,,,,,215.0,3075.0,,,0.0,,1.0,7181.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.329,0.0,,,,7980.0,0.0,,325.0,195.0,2.439,,,0.0,,,,,""
15830183932,"Sep 16, 2025, 11:41:20 AM",Morning Run,Run,,2878,6.44,191.0,87,false,,,activities/16907986169.fit.gz,,,2878.0,2317.0,6446.3,3.72,2.782,5.0,4.0,2.4,6.4,6.5,0.0,,,90.0,85.0,191.0,170.0,,254.0,416.0,,30.0,87.0,573529.0,,,,,,,,231.0,2879.0,,,0.0,,1.0,6467.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.0,,,,6426.0,0.0,,352.0,210.0,2.791,,,,,,,,""
15842166826,"Sep 17, 2025, 11:57:28 AM",Morning Run,Run,,3416,8.05,191.0,104,false,,,activities/16920277653.fit.gz,,,3416.0,2929.0,8058.4,4.18,2.751,8.0,7.0,2.6,6.8,6.3,0.0,,,93.0,86.0,191.0,169.0,,247.0,522.0,,27.0,104.0,711330.0,,,,,,,,232.0,3380.0,,,0.0,,1.0,8079.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.359,0.0,,,,8248.0,0.0,,417.0,211.0,2.758,,,,,,,,""
15853841322,"Sep 18, 2025, 1:00:07 PM",Morning Pilates,Weight Training,"",1337,0,164.0,3,false,,,activities/16932242584.fit.gz,,,1337.0,1337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,164.0,100.0,,,87.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,22.0,0.0,,,,,""
15864446699,"Sep 19, 2025, 11:17:07 AM",Morning Run,Run,"",3882,9.67,191.0,134,false,,,activities/16943099224.fit.gz,,,3882.0,3306.0,9671.3,3.94,2.925,8.0,6.0,1.0,5.2,5.9,0.0,,,93.0,86.0,191.0,172.0,,265.0,602.0,,28.0,134.0,859583.0,,,,,,,,247.0,3880.0,,,0.0,,1.0,9698.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.491,0.0,,,,9320.0,0.0,,544.0,225.0,2.934,,,0.0,,,,,""
15897979071,"Sep 22, 2025, 12:11:00 PM",Morning Run,Run,,1918,5.01,192.0,91,false,,,activities/16977615531.fit.gz,,,1918.0,1779.0,5009.9,4.14,2.816,5.0,5.0,6.0,8.8,5.7,0.0,,,94.0,84.0,192.0,177.0,,258.0,329.0,,29.0,91.0,448565.0,,,,,,,,246.0,1920.0,,,0.0,,1.0,5023.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.612,0.0,,,,4892.0,0.0,,267.0,224.0,2.824,,,,,,,,""
15909193739,"Sep 23, 2025, 11:37:01 AM",Morning Run,Run,,3717,8.05,191.0,127,false,,,activities/16989087177.fit.gz,,,3717.0,2866.0,8054.8,3.94,2.81,8.0,6.0,1.4,5.8,6.7,0.0,,,94.0,87.0,191.0,174.0,,253.0,528.0,,29.0,127.0,715478.0,,,,,,,,230.0,3713.0,,,0.0,,1.0,8081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.167,0.0,,,,8148.0,0.0,,450.0,209.0,2.82,,,,,,,,""
15920757133,"Sep 24, 2025, 12:26:12 PM",Morning Core Pilates,Weight Training,"",1154,0,114.0,2,false,,,activities/17000948637.fit.gz,,,1154.0,1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,114.0,87.0,,,56.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,16.0,0.0,,,,,""
15931618209,"Sep 25, 2025, 12:30:07 PM",Morning Yoga,Yoga,,751,0,68.0,0,false,,,activities/17012051403.fit.gz,,,751.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,68.0,57.0,,,13.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
15952498639,"Sep 27, 2025, 12:07:16 PM",Morning Run,Run,,1253,3.24,174.0,27,false,,,activities/17033409741.fit.gz,,,1253.0,1240.0,3239.0,4.36,2.612,4.0,4.0,182.0,185.6,4.0,0.0,,,88.0,83.0,174.0,157.0,,235.0,206.0,,23.0,27.0,289584.0,,,,,,,,231.0,1250.0,,,0.0,,1.0,3253.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.585,0.0,,,,3428.0,0.0,,153.0,210.0,2.624,,,,,,,,""
15959072751,"Sep 27, 2025, 9:58:03 PM",Afternoon Yoga,Yoga,,2254,0,116.0,3,false,,,activities/17040132746.fit.gz,,,2254.0,2254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,116.0,81.0,,,84.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
15967810543,"Sep 28, 2025, 12:08:42 PM",Chicago Half Marathon,Run,It can only get better from here. 🎉,7988,21.24,195.0,293,false,,,activities/17049084006.fit.gz,,,7988.0,7941.0,21247.9,4.08,2.676,30.0,34.0,178.0,186.0,5.4,0.0,,,94.0,83.0,195.0,162.0,,239.0,1371.0,,26.0,293.0,1889985.0,,,,,,,,244.0,7989.0,,,0.0,,1.0,21306.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,0.0,,,,21920.0,0.0,,1092.0,222.0,2.683,,,0.0,,,,,media/01A29474-D2C9-4F84-8924-8CEED7E925FD.jpg|media/09D45C71-DA3A-4F31-B037-1704465B4201.jpg
15986653577,"Sep 30, 2025, 12:32:06 PM",Morning Yoga,Yoga,,1735,0,99.0,1,false,,,activities/17068236612.fit.gz,,,1735.0,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,99.0,68.0,,,43.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
15998259386,"Oct 1, 2025, 12:57:36 PM",Morning Yoga,Yoga,,603,0,96.0,0,false,,,activities/17079980397.fit.gz,,,603.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,96.0,75.0,,,19.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
16009686280,"Oct 2, 2025, 1:03:15 PM",Morning Yoga,Yoga,,2314,0,98.0,2,false,,,activities/17091547765.fit.gz,,,2314.0,2314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,98.0,63.0,,,45.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,""
16019698802,"Oct 3, 2025, 12:01:08 PM",Morning Run,Run,Missed the endorphins.,1927,4.83,196.0,91,false,,,activities/17101692202.fit.gz,,,1927.0,1792.0,4835.6,3.86,2.698,8.0,7.0,2.6,6.8,7.9,0.0,,,88.0,82.0,196.0,178.0,,252.0,323.0,,28.0,91.0,442441.0,,,,,,,,244.0,1929.0,,,0.0,,1.0,4857.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.509,0.0,,,,4832.0,0.0,,263.0,222.0,2.711,,,0.0,,,,,""
16051185322,"Oct 6, 2025, 11:21:40 AM",Morning Run,Run,,3730,8.05,193.0,142,false,,,activities/17133658823.fit.gz,,,3730.0,2928.0,8056.6,3.92,2.752,7.0,7.0,0.4,5.0,6.0,0.0,,,87.0,82.0,193.0,177.0,,251.0,534.0,,29.0,142.0,720805.0,,,,,,,,230.0,3658.0,,,0.0,,1.0,8079.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,0.0,,,,7932.0,0.0,,444.0,209.0,2.76,,,,,,,,""
16062239091,"Oct 7, 2025, 10:55:05 AM",Morning Run,Run,,4487,9.66,195.0,182,false,,,activities/17144801842.fit.gz,,,4487.0,3725.0,9663.0,3.8,2.594,8.0,7.0,2.0,6.4,7.1,0.0,,,88.0,82.0,195.0,177.0,,241.0,654.0,,29.0,182.0,881933.0,,,,,,,,222.0,4483.0,,,0.0,,1.0,9697.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.154,0.0,,,,10082.0,0.0,,507.0,202.0,2.603,,,,,,,,""
16073507525,"Oct 8, 2025, 10:57:02 AM",1km Repeats,Run,"",2327,5.23,193.0,72,false,,,activities/17156184330.fit.gz,,,2327.0,2118.0,5232.5,3.82,2.47,3.0,5.0,1.2,6.6,20.6,0.0,,,88.0,80.0,193.0,167.0,,223.0,353.0,,29.0,72.0,464945.0,,,,,,,,224.0,2328.0,,,0.0,,1.0,5262.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.249,0.0,,,,5584.0,0.0,,268.0,204.0,2.485,,,0.0,,,,,""
16084995180,"Oct 9, 2025, 12:24:35 PM",Morning Weight Training,Weight Training,,996,0,120.0,2,false,,,activities/17167776233.fit.gz,,,996.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,120.0,96.0,,,60.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,20.0,,,,,,""
16095194797,"Oct 10, 2025, 11:00:16 AM",Morning Run,Run,"Decided to let go of pace pressure (and let my heart stay in my chest for once) on the same day God delivered the most perfect Miami weather. Going back to the basics left me with the cutest cat, three dogs (two of whom I’m best friends with at this point), the most beautiful cloudy sunrise and a MANTA RAY!!!

What a perfect day to be a runner.",6089,13.23,189.0,223,false,,,activities/17178067531.fit.gz,,,6089.0,5163.0,13229.7,3.56,2.562,50.0,46.0,2.8,30.8,10.9,0.0,,,87.0,82.0,189.0,174.0,,235.0,876.0,,29.0,223.0,1191099.0,,,,,,,,222.0,5952.0,,,0.0,,1.0,13337.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.173,0.0,,,,13992.0,0.0,,674.0,202.0,2.583,,,0.0,,,,,""
16095300594,"Oct 10, 2025, 12:48:24 PM",Enjoyed-my-run-a-little-too-much Run,Run,"",407,1.13,184.0,17,false,,,activities/17178174406.fit.gz,,,407.0,407.0,1134.4,3.4,2.787,0.0,2.0,5.8,8.8,11.4,-0.2,,,87.0,84.0,184.0,171.0,,244.0,73.0,,28.0,17.0,99353.0,,,,,,,,238.0,408.0,,,0.0,,1.0,1133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.787,0.0,,,,1134.0,0.0,,52.0,216.0,2.784,,,0.0,,,,,""
16126150084,"Oct 13, 2025, 11:03:19 AM",Morning Run,Run,,3369,8.05,191.0,147,false,,,activities/17209441549.fit.gz,,,3369.0,2969.0,8053.8,3.66,2.713,7.0,6.0,3.0,7.2,5.6,0.0,,,88.0,84.0,191.0,177.0,,246.0,534.0,,27.0,147.0,718452.0,,,,,,,,232.0,3366.0,,,0.0,,1.0,8077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.391,0.0,,,,8184.0,0.0,,416.0,211.0,2.72,,,,,,,,""
16137174959,"Oct 14, 2025, 10:53:41 AM",Morning Run,Run,,4123,9.67,193.0,157,false,,,activities/17220563747.fit.gz,,,4123.0,3640.0,9675.0,3.74,2.658,23.0,20.0,0.8,12.8,9.9,0.0,,,90.0,85.0,193.0,174.0,,245.0,634.0,,27.0,157.0,880104.0,,,,,,,,235.0,4123.0,,,0.0,,1.0,9730.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.347,0.0,,,,10182.0,0.0,,523.0,214.0,2.673,,,,,,,,""
16147977821,"Oct 15, 2025, 11:19:13 AM",Morning Run,Run,,1951,4.77,192.0,67,false,,,activities/17231451985.fit.gz,,,1951.0,1780.0,4777.6,4.66,2.684,4.0,5.0,3.8,7.2,23.7,0.0,,,111.0,84.0,192.0,169.0,,243.0,310.0,,26.0,67.0,426538.0,,,,,,,,241.0,1952.0,,,0.0,,1.0,4798.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.449,0.0,,,,4878.0,0.0,,260.0,219.0,2.696,,,,,,,,""
